date_time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),latitude,longitude,elevation,river_discharge,intensity_rain,intensity_flood,intensity_drought
2009-01-01,51.0,30.6,26.6,28.3,37.3,31.0,33.7,0.5,0.5,3.0,16.0,29.2,209.0,3.89,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-02,55.0,30.4,26.1,27.7,36.9,30.8,32.8,1.8,1.8,4.0,12.7,31.0,201.0,3.85,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-03,53.0,30.4,25.3,27.6,36.2,30.5,33.0,0.7,0.7,2.0,11.5,22.7,206.0,3.66,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-04,51.0,29.9,25.3,27.5,35.6,29.7,32.1,0.7,0.7,4.0,15.5,28.4,218.0,3.89,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-05,3.0,31.5,25.3,28.0,37.3,29.6,32.5,0.0,0.0,0.0,15.3,30.2,228.0,4.51,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-06,53.0,31.4,25.9,28.1,37.2,30.7,32.9,0.8,0.8,1.0,16.3,31.0,214.0,4.23,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-07,51.0,31.3,26.1,28.3,37.8,30.9,33.3,0.1,0.1,1.0,15.7,29.9,220.0,4.36,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-08,55.0,31.3,26.2,28.4,37.1,30.9,33.0,1.2,1.2,2.0,18.7,41.0,218.0,4.13,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-09,51.0,31.0,26.3,28.1,35.6,30.7,32.6,1.2,1.2,4.0,19.0,33.8,217.0,4.17,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-10,63.0,31.4,25.4,27.8,36.9,29.9,32.6,7.7,7.7,8.0,14.5,26.6,227.0,3.65,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-11,61.0,31.2,25.7,28.2,35.5,30.7,33.0,2.9,2.9,5.0,15.0,29.5,216.0,3.55,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-12,55.0,30.4,25.9,27.9,35.9,30.5,32.6,1.5,1.5,3.0,14.6,33.8,215.0,3.98,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-13,53.0,31.0,25.8,28.0,36.9,30.6,33.3,0.6,0.6,2.0,11.5,25.2,196.0,3.98,6.0999985,1.1000061,8.0,0.11,0,0,0
2009-01-14,61.0,31.0,25.2,27.7,38.1,30.2,33.0,2.5,2.5,2.0,15.9,33.8,213.0,3.99,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-15,51.0,31.8,26.3,28.1,36.5,31.2,32.7,0.2,0.2,2.0,18.5,32.8,216.0,4.3,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-16,51.0,30.7,25.8,27.8,35.6,29.7,32.0,0.4,0.4,1.0,19.4,37.1,222.0,4.47,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-17,61.0,31.2,25.6,28.0,36.6,29.6,32.3,2.1,2.1,1.0,18.2,36.4,229.0,4.57,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-18,3.0,31.5,26.0,28.1,36.3,30.6,32.4,0.0,0.0,0.0,19.6,35.6,223.0,4.4,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-19,51.0,31.3,26.2,28.0,34.5,30.4,31.8,0.4,0.4,2.0,16.4,30.6,220.0,3.85,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-20,2.0,31.5,24.6,27.6,34.7,27.9,30.8,0.0,0.0,0.0,14.4,31.3,237.0,4.88,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-21,1.0,31.7,22.5,26.8,33.1,24.7,28.4,0.0,0.0,0.0,14.6,25.2,208.0,5.33,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-22,1.0,32.5,22.4,26.8,32.9,23.1,27.5,0.0,0.0,0.0,18.2,33.5,41.0,5.73,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-23,1.0,31.8,22.0,26.5,31.7,21.7,26.3,0.0,0.0,0.0,17.6,33.5,13.0,5.96,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-24,2.0,31.1,21.7,25.9,31.4,20.4,25.7,0.0,0.0,0.0,13.0,29.5,267.0,5.73,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-25,1.0,32.1,22.7,27.0,33.6,24.2,28.4,0.0,0.0,0.0,15.7,33.1,206.0,5.75,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-26,1.0,31.4,23.8,27.1,35.3,27.3,30.4,0.0,0.0,0.0,17.7,37.1,198.0,5.06,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-27,51.0,31.3,24.2,27.3,36.5,28.1,31.6,0.2,0.2,1.0,19.1,36.7,218.0,4.69,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-28,53.0,31.2,25.4,27.9,36.7,30.1,32.3,0.7,0.7,1.0,18.8,37.8,216.0,4.63,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-29,51.0,31.1,25.6,28.0,36.7,30.3,32.9,0.4,0.4,1.0,15.2,32.0,214.0,4.28,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-30,61.0,31.3,26.0,28.1,37.3,30.8,33.0,2.2,2.2,2.0,15.9,34.2,211.0,4.1,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-01-31,51.0,31.0,25.5,28.0,35.8,29.9,32.4,0.2,0.2,2.0,14.8,30.6,199.0,3.94,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-01,51.0,31.8,24.8,27.9,37.4,29.0,32.6,0.2,0.2,1.0,18.2,33.8,208.0,4.6,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-02,53.0,31.6,25.9,28.5,37.6,30.1,33.1,0.7,0.7,2.0,19.2,39.6,216.0,4.76,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-03,51.0,30.7,25.9,28.1,36.9,30.8,33.1,0.4,0.4,1.0,16.0,34.9,217.0,4.45,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-04,53.0,32.1,25.9,28.8,37.9,30.8,33.8,0.8,0.8,1.0,17.5,34.2,215.0,4.49,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-05,53.0,31.7,26.6,28.9,37.5,31.5,33.8,0.9,0.9,3.0,17.1,34.2,217.0,4.6,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-06,1.0,32.3,26.4,29.0,37.7,31.1,33.6,0.0,0.0,0.0,20.1,41.8,219.0,4.86,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-07,53.0,32.4,26.6,29.1,38.1,31.1,33.7,0.5,0.5,1.0,21.9,42.1,221.0,4.98,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-08,53.0,31.1,27.0,28.8,36.9,31.6,33.5,1.1,1.1,3.0,18.7,39.6,222.0,4.66,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-09,51.0,31.6,26.7,28.7,36.9,31.4,33.3,0.7,0.7,4.0,17.6,38.9,214.0,4.75,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-10,53.0,32.3,26.1,28.7,38.5,31.2,33.7,0.9,0.9,2.0,14.3,32.4,210.0,4.49,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-11,61.0,31.4,26.2,28.3,38.0,31.0,33.3,1.3,1.3,1.0,16.5,34.6,209.0,4.45,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-12,51.0,31.9,26.0,28.6,38.4,31.2,33.7,0.2,0.2,1.0,15.0,33.1,209.0,4.75,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-13,1.0,32.3,26.4,28.9,37.9,31.5,33.7,0.0,0.0,0.0,16.9,34.9,219.0,4.83,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-14,53.0,31.9,26.0,28.5,37.3,29.9,32.8,0.7,0.7,2.0,18.4,39.6,215.0,4.67,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-15,53.0,30.6,25.2,27.7,35.3,28.8,31.5,1.2,1.2,3.0,18.1,36.7,224.0,4.17,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-16,63.0,31.3,26.3,28.4,36.9,30.5,32.7,4.5,4.5,4.0,18.0,35.6,213.0,4.63,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-17,51.0,31.6,25.7,28.5,37.4,30.4,33.2,0.4,0.4,1.0,16.2,34.6,213.0,4.87,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-18,61.0,31.6,25.7,28.5,37.4,30.6,33.2,2.5,2.5,2.0,17.0,37.4,208.0,4.75,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-19,51.0,32.1,26.1,28.8,37.7,30.4,33.3,0.5,0.5,4.0,17.4,34.9,219.0,4.88,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-20,51.0,31.9,26.2,28.7,38.4,30.3,33.3,0.4,0.4,1.0,19.6,38.5,219.0,5.17,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-21,53.0,31.6,26.4,28.6,37.2,30.8,33.2,0.9,0.9,2.0,19.5,40.3,217.0,4.75,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-22,53.0,31.5,26.4,28.7,37.8,31.0,33.6,0.8,0.8,2.0,16.4,34.6,215.0,4.51,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-23,53.0,31.9,26.5,28.8,38.7,31.3,33.8,1.2,1.2,2.0,21.2,40.7,212.0,4.71,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-24,53.0,31.6,26.4,28.7,38.1,31.5,33.7,0.6,0.6,1.0,18.8,38.5,215.0,4.8,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-25,3.0,31.7,26.4,28.7,38.7,31.4,33.7,0.0,0.0,0.0,18.7,34.9,213.0,4.92,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-26,3.0,31.5,25.6,28.4,37.5,29.9,33.1,0.0,0.0,0.0,18.4,38.2,210.0,4.74,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-27,53.0,32.0,26.0,28.7,38.4,30.6,33.6,0.8,0.8,3.0,16.8,35.6,213.0,4.84,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-02-28,53.0,31.8,26.3,28.8,37.9,31.3,33.7,0.7,0.7,2.0,16.1,33.8,214.0,4.73,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-01,51.0,31.4,26.5,28.8,37.8,31.5,33.9,0.3,0.3,1.0,16.5,33.8,211.0,4.72,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-02,61.0,30.1,26.8,28.3,36.4,31.7,33.4,3.7,3.7,3.0,14.8,34.6,214.0,4.44,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-03,51.0,31.5,26.0,28.7,38.4,30.8,33.8,0.6,0.6,3.0,16.0,33.1,206.0,4.77,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-04,51.0,31.6,26.6,29.3,38.0,31.8,34.5,0.4,0.4,1.0,18.0,35.3,211.0,4.89,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-05,53.0,32.1,27.3,29.5,38.6,32.2,34.7,0.8,0.8,2.0,18.0,37.8,212.0,5.14,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-06,53.0,31.9,27.4,29.3,38.5,32.1,34.3,0.6,0.6,1.0,18.8,40.3,220.0,4.8,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-07,51.0,32.2,26.9,29.3,38.2,31.3,34.2,0.4,0.4,2.0,17.7,36.0,217.0,5.23,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-08,63.0,31.4,25.9,28.1,37.9,29.9,32.9,4.7,4.7,3.0,17.0,36.4,220.0,4.47,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-09,53.0,31.9,25.7,28.6,37.8,29.6,33.2,0.9,0.9,1.0,18.3,37.1,213.0,4.75,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-10,53.0,32.1,26.4,28.9,38.8,31.0,33.8,1.2,1.2,4.0,17.3,33.1,206.0,4.77,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-11,63.0,31.9,26.5,28.5,38.8,31.1,33.8,5.6,5.6,5.0,14.2,31.3,211.0,4.58,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-12,51.0,31.7,26.3,28.7,38.6,30.7,33.9,0.6,0.6,2.0,16.0,34.2,220.0,5.11,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-13,53.0,30.4,26.4,28.3,37.2,30.7,33.2,0.7,0.7,2.0,17.7,37.4,215.0,4.82,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-14,51.0,31.9,25.9,28.7,37.8,29.7,33.3,0.2,0.2,1.0,17.1,35.3,220.0,4.97,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-15,61.0,32.5,25.4,28.6,39.3,28.4,33.1,4.0,4.0,4.0,18.4,36.0,226.0,5.14,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-16,55.0,31.2,26.9,28.6,37.4,31.4,33.3,1.4,1.4,2.0,19.5,35.3,225.0,4.88,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-17,53.0,31.1,26.4,28.4,36.8,30.5,32.9,0.7,0.7,1.0,17.4,34.2,219.0,4.99,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-18,51.0,32.4,25.7,28.8,37.7,29.9,33.1,0.4,0.4,1.0,19.3,37.8,219.0,5.51,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-19,61.0,31.7,25.2,28.5,38.1,29.8,33.4,3.1,3.1,5.0,16.1,33.1,217.0,5.2,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-20,2.0,31.9,26.0,28.9,36.9,29.8,33.0,0.0,0.0,0.0,18.0,37.1,221.0,4.85,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-21,51.0,32.4,26.6,29.1,38.3,30.9,33.7,0.2,0.2,1.0,19.4,35.6,215.0,5.47,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-22,53.0,31.7,26.9,29.1,37.3,31.3,34.1,1.1,1.1,4.0,17.3,36.0,206.0,4.78,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-23,1.0,31.6,26.9,29.1,37.5,31.5,33.9,0.0,0.0,0.0,16.5,35.6,213.0,5.01,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-24,1.0,32.2,26.5,29.1,38.2,30.5,33.9,0.0,0.0,0.0,17.3,36.4,218.0,5.43,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-25,51.0,32.2,26.8,28.9,39.1,31.0,33.8,0.3,0.3,1.0,18.2,35.6,215.0,4.86,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-26,53.0,31.4,26.5,28.7,38.0,30.7,33.8,1.0,1.0,4.0,16.1,35.3,216.0,4.62,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-27,2.0,32.0,26.8,29.0,38.2,31.9,33.9,0.0,0.0,0.0,17.2,34.9,220.0,5.14,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-28,53.0,32.3,26.7,29.1,38.3,31.3,33.8,0.7,0.7,1.0,21.9,43.2,220.0,5.26,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-29,55.0,30.8,24.7,27.8,36.3,28.6,32.2,1.5,1.5,2.0,15.7,36.7,224.0,4.52,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-30,53.0,32.2,26.0,28.8,38.9,30.2,33.4,0.8,0.8,1.0,19.4,38.5,221.0,5.11,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-03-31,53.0,31.9,26.4,28.6,37.1,30.1,32.8,1.1,1.1,5.0,20.5,37.4,223.0,4.72,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-01,53.0,31.9,26.4,28.7,36.9,29.9,32.3,0.8,0.8,3.0,22.2,38.9,224.0,4.97,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-02,61.0,32.5,26.0,28.9,38.8,28.8,33.1,3.4,3.4,3.0,19.4,34.6,233.0,5.74,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-03,53.0,31.6,26.3,28.7,37.5,30.6,33.4,0.7,0.7,3.0,18.6,37.8,214.0,5.09,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-04,53.0,31.9,26.5,28.6,38.0,31.5,33.5,1.1,1.1,2.0,20.1,37.1,216.0,5.12,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-05,3.0,31.3,25.9,28.2,37.2,30.2,32.9,0.0,0.0,0.0,19.3,34.9,202.0,4.76,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-06,53.0,31.9,26.0,28.9,38.0,30.8,33.8,0.6,0.6,1.0,16.2,32.4,206.0,5.07,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-07,53.0,32.5,26.2,28.7,38.2,31.2,33.5,1.1,1.1,3.0,21.7,38.2,218.0,5.24,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-08,53.0,29.3,25.8,27.4,33.2,30.5,31.8,1.3,1.3,3.0,16.1,31.0,234.0,2.98,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-09,55.0,31.4,25.4,28.0,36.9,29.2,32.2,1.0,1.0,1.0,20.8,38.5,212.0,4.87,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-10,51.0,31.9,26.2,28.5,37.7,30.0,32.8,0.3,0.3,1.0,19.0,34.9,209.0,5.06,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-11,3.0,31.4,26.2,28.3,36.9,30.7,32.8,0.0,0.0,0.0,16.6,30.6,199.0,4.36,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-12,51.0,31.5,25.6,28.3,36.7,30.6,32.9,0.2,0.2,1.0,17.3,33.5,219.0,4.59,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-13,51.0,27.9,24.3,26.4,32.9,28.8,31.0,1.4,1.4,7.0,14.3,24.5,242.0,2.47,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-14,3.0,30.5,24.0,27.3,36.3,28.3,32.1,0.0,0.0,0.0,14.5,31.0,206.0,4.8,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-15,51.0,32.0,25.1,28.4,37.7,30.2,33.1,0.7,0.7,2.0,17.1,36.0,213.0,5.13,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-16,55.0,28.6,24.5,26.8,33.8,27.6,31.1,2.0,2.0,3.0,22.4,43.9,233.0,2.67,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-17,2.0,31.1,25.3,28.3,36.9,29.7,32.9,0.0,0.0,0.0,17.3,31.0,199.0,4.74,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-18,51.0,31.1,25.3,28.1,37.1,30.3,32.7,0.4,0.4,2.0,17.7,35.3,197.0,4.83,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-19,51.0,30.6,24.6,27.7,35.7,28.4,32.3,0.4,0.4,3.0,14.9,32.8,192.0,4.19,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-20,2.0,32.1,25.7,29.0,39.5,31.2,34.5,0.0,0.0,0.0,16.2,33.5,207.0,5.47,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-21,61.0,32.9,26.1,29.4,39.3,31.2,34.8,3.4,3.4,3.0,14.5,37.8,224.0,5.14,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-22,3.0,30.4,24.8,27.7,35.6,29.8,32.9,0.0,0.0,0.0,14.3,34.6,176.0,4.64,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-23,61.0,31.4,25.6,28.6,38.7,30.7,34.3,3.3,3.3,6.0,15.5,32.4,193.0,4.61,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-24,3.0,30.3,25.7,27.8,37.1,30.2,33.4,0.0,0.0,0.0,14.3,32.0,202.0,4.71,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-25,63.0,31.1,25.1,28.0,37.0,29.8,33.3,4.4,4.4,3.0,13.4,29.2,223.0,3.83,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-26,63.0,29.9,25.3,27.9,35.1,30.0,32.8,14.5,14.5,9.0,15.0,29.2,212.0,3.21,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-27,61.0,29.9,24.4,27.2,36.1,28.9,32.3,4.8,4.8,9.0,10.4,24.5,211.0,3.61,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-28,53.0,31.0,26.1,28.4,37.5,30.6,33.7,1.0,1.0,3.0,15.1,32.8,204.0,4.94,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-29,51.0,31.5,26.3,28.9,37.8,31.9,34.6,0.4,0.4,1.0,14.3,31.0,198.0,4.93,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-04-30,51.0,31.9,26.9,29.4,38.2,32.8,35.2,0.5,0.5,4.0,14.8,31.0,204.0,4.83,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-01,51.0,31.6,27.0,29.1,38.5,32.2,34.4,0.8,0.8,4.0,19.3,34.9,219.0,5.01,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-02,53.0,31.5,26.8,29.1,36.9,32.0,33.9,2.4,2.4,10.0,19.2,39.6,209.0,4.6,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-03,63.0,29.5,24.6,27.2,35.2,29.4,32.3,6.8,6.8,7.0,14.5,35.3,200.0,3.97,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-04,63.0,31.4,25.3,28.4,38.9,30.1,33.6,3.0,3.0,2.0,16.2,34.9,214.0,4.67,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-05,63.0,28.6,25.0,26.7,33.6,30.3,31.9,22.3,22.3,16.0,13.6,33.8,201.0,2.84,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-06,63.0,29.4,25.4,26.9,34.6,30.4,32.0,17.8,17.8,14.0,11.5,27.7,230.0,2.66,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-07,63.0,29.4,24.9,26.7,35.3,29.2,31.3,17.5,17.5,18.0,18.2,33.1,239.0,3.02,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-08,53.0,30.7,24.8,27.6,35.4,28.4,31.8,1.7,1.7,4.0,16.4,32.8,238.0,3.8,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-09,63.0,29.6,25.0,27.3,35.8,29.1,32.1,11.6,11.6,12.0,16.3,27.0,224.0,3.2,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-10,61.0,28.6,24.3,26.1,34.6,28.6,31.2,11.7,11.7,18.0,9.7,18.7,199.0,2.6,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-11,51.0,30.5,24.6,27.6,37.8,29.7,33.1,0.1,0.1,1.0,11.6,24.5,216.0,4.86,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-12,51.0,30.9,25.5,28.1,38.2,30.1,33.3,0.3,0.3,1.0,12.2,28.1,218.0,4.78,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-13,53.0,31.1,26.0,28.5,38.1,31.1,33.9,0.6,0.6,1.0,12.8,27.4,212.0,4.82,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-14,61.0,30.8,26.3,28.2,37.9,31.2,33.4,1.3,1.3,1.0,18.3,31.7,217.0,4.54,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-15,3.0,30.6,25.3,28.1,36.6,30.6,33.3,0.0,0.0,0.0,15.2,26.6,197.0,4.36,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-16,53.0,31.0,25.2,28.3,38.0,30.5,34.0,1.0,1.0,2.0,10.8,25.6,190.0,4.76,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-17,51.0,31.4,25.5,28.5,39.2,31.1,34.3,0.1,0.1,1.0,13.7,30.2,193.0,5.05,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-18,53.0,31.9,26.0,29.0,39.5,31.6,34.8,0.6,0.6,1.0,14.6,31.7,210.0,5.16,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-19,63.0,30.8,26.1,28.1,38.2,30.2,33.5,4.0,4.0,2.0,14.0,30.6,213.0,4.65,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-20,53.0,30.7,25.7,28.2,36.6,30.1,33.3,3.1,3.1,10.0,15.5,32.8,217.0,4.13,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-21,51.0,31.2,25.9,28.5,37.7,31.3,33.9,0.4,0.4,2.0,14.7,29.5,195.0,4.57,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-22,51.0,31.3,25.7,28.5,37.0,30.7,33.9,0.3,0.3,2.0,17.5,32.8,206.0,4.79,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-23,51.0,32.0,26.4,28.9,38.9,32.1,34.5,0.6,0.6,3.0,13.5,29.2,212.0,5.07,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-24,53.0,32.4,26.4,29.1,38.9,31.4,34.3,2.8,2.8,5.0,18.9,36.0,224.0,5.24,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-25,61.0,28.3,26.0,27.2,34.0,30.5,32.1,2.9,2.9,9.0,12.3,28.4,190.0,3.94,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-26,63.0,30.6,25.4,28.1,36.9,30.3,33.5,4.2,4.2,8.0,13.7,29.9,198.0,4.03,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-27,51.0,31.3,25.7,28.7,38.5,30.8,34.3,0.3,0.3,1.0,14.8,32.4,204.0,5.03,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-28,63.0,30.9,26.3,28.7,37.5,31.3,34.0,5.7,5.7,9.0,15.0,35.6,218.0,4.32,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-29,63.0,30.9,25.9,28.0,37.0,30.3,32.7,5.3,5.3,10.0,16.4,34.2,218.0,4.07,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-30,53.0,29.4,24.2,26.9,34.2,28.5,31.8,1.4,1.4,4.0,15.1,25.6,181.0,3.22,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-05-31,51.0,30.6,24.6,27.9,36.7,29.6,33.1,0.2,0.2,1.0,10.7,24.5,183.0,4.41,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-06-01,61.0,30.6,25.5,28.1,36.0,30.6,33.1,3.6,3.6,7.0,14.4,30.6,203.0,4.21,6.0999985,1.1000061,8.0,0.09,0,0,0
2009-06-02,63.0,30.7,26.2,28.4,37.1,31.4,33.7,3.5,3.5,6.0,15.6,31.3,205.0,4.22,6.0999985,1.1000061,8.0,0.06,0,0,0
2009-06-03,53.0,30.7,25.9,28.4,37.2,31.4,33.7,2.6,2.6,9.0,18.4,36.7,201.0,4.21,6.0999985,1.1000061,8.0,0.06,0,0,0
